NurseID, 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 
W,  , L , L , L ,  ,  ,  ,  ,  ,  ,  , L , L , L ,  ,  ,  ,  ,  , L , L ,  ,  , L ,  ,  ,  , L 
X,  ,  ,  ,  ,  , L , L , L , L , L ,  ,  , E ,  ,  ,  ,  ,  , N , N , N ,  ,  , D ,  ,  ,  ,  
Y,  ,  ,  ,  ,  , N ,  ,  ,  , N ,  ,  ,  ,  , L , L ,  ,  , N ,  ,  , E , D , D , D , L ,  ,  
Z,  , D , D , D , D , D ,  ,  ,  ,  , E , E ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , D , D , D 
AA,  ,  ,  , L ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , L ,  , L ,  , L , L ,  ,  ,  ,  ,  , L , L 
AB,  ,  ,  ,  ,  ,  ,  ,  , N ,  ,  , D ,  , D ,  ,  ,  ,  , D ,  ,  , D ,  ,  ,  ,  , N ,  
AC, D , D ,  ,  , L ,  ,  ,  ,  ,  ,  ,  ,  , L ,  ,  ,  , L ,  , D ,  , L ,  ,  ,  ,  ,  ,  
AD,  ,  , E ,  ,  ,  , E , E , E , E ,  ,  ,  , E ,  ,  ,  ,  ,  ,  , D ,  ,  ,  ,  ,  ,  ,  
AE,  ,  ,  , E ,  , E ,  , L ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , E , E ,  ,  , L ,  ,  , E 
AF,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , E , E , E ,  ,  ,  ,  ,  ,  , L , L ,  , L ,  ,  , D 
AG,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , E , E ,  ,  ,  ,  ,  ,  ,  , E , E , E ,  ,  ,  , D , D 
AH, E , E , E ,  ,  ,  ,  ,  ,  ,  ,  ,  , E , E ,  ,  ,  ,  ,  , D ,  ,  ,  ,  ,  ,  ,  , D 
AI,  ,  ,  , D ,  ,  ,  ,  ,  ,  , D , D , D ,  ,  ,  ,  ,  ,  ,  , D , D , D ,  ,  ,  ,  ,  
AJ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , L , L ,  ,  , L ,  ,  ,  , L , L , L , L ,  ,  
Problem status: Unfinished,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The minimised penalty = 449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time elapsed: 14399.8s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
