NurseID, 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 , 18 , 19 , 20 , 21 , 22 , 23 , 24 , 25 , 26 , 27 , 28 
AB, a3 ,  ,  ,  ,  ,  ,  , p4 , p2 , p2 , p5 , n3 ,  ,  , a3 , d3 , a5 ,  ,  , d3 , a5 , p4 ,  ,  ,  , a1 , n2 , n2 
AC,  ,  ,  , d2 , d2 , d3 , d3 , n2 ,  ,  , d1 , p3 , p4 , p3 ,  ,  ,  , n2 , n1 ,  ,  , d2 , d2 , d2 , d2 , n1 ,  ,  
AD, n1 ,  ,  ,  , a1 , p1 , p1 , p1 ,  ,  , d2 , n2 ,  ,  ,  , d5 , p5 , n1 , n2 ,  ,  , d1 , d5 , p2 ,  ,  , d2 , d2 
AE, p2 , p2 , p2 , p2 , p3 ,  ,  ,  ,  , a1 , a3 , a3 ,  ,  , a1 , p3 ,  ,  ,  , a3 , a1 , p3 , p3 , p2 ,  ,  , d5 , n3 
AF,  , a3 , a1 ,  ,  , a4 , a2 , a5 , n2 , n2 ,  ,  ,  ,  , d4 , d4 , d2 , p2 ,  ,  ,  , p4 , p4 ,  ,  ,  , a4 , d5 
AG,  ,  , p3 , p3 , p3 , n3 , n2 ,  ,  , a3 , a2 , a2 , a2 , a1 ,  ,  , p2 , p2 , p2 ,  ,  ,  , a1 , a2 , p1 , n2 ,  ,  
AH, p4 , p4 , p5 , n1 , n2 ,  ,  ,  , p3 , p3 ,  ,  , a2 , a1 ,  ,  ,  , a5 , p4 ,  ,  , n2 , n1 ,  ,  ,  , p4 , n3 
AI,  , d4 , d4 , d4 , n3 ,  ,  , d1 , d2 , p2 , n3 ,  ,  ,  , p2 , p2 ,  ,  , d2 , d2 , d1 , n1 ,  ,  ,  ,  , n2 , n1 
AJ,  ,  , d1 , d1 , d1 , d1 , a5 ,  ,  , d3 , p4 , p4 ,  ,  ,  ,  , d3 , d3 , d3 , d3 , d3 ,  ,  , a5 , n1 , n3 ,  ,  
AK, d3 ,  ,  , n3 , n1 , n3 , n1 , n1 ,  ,  , a1 , a3 , p1 , p2 ,  ,  , a1 , a2 , a3 ,  ,  , a2 , d1 , d3 , p3 ,  ,  ,  
AL,  , d5 , p4 ,  ,  , d5 , p4 , p5 ,  ,  , a3 , a5 , n1 , n2 ,  ,  ,  , n1 , n2 ,  ,  , a3 , a3 , a1 , a1 ,  ,  ,  
AM,  , d4 , d3 , a5 ,  ,  ,  , a4 , a3 , a3 , a5 ,  ,  ,  , p1 , n2 ,  ,  , p1 , p1 , p1 , p1 , p1 ,  ,  ,  , p1 , p4 
AN, n3 ,  ,  ,  , p3 , p3 , p3 , n2 ,  ,  , p1 , p2 ,  ,  ,  , a1 , d5 , p1 , n3 ,  ,  ,  , a2 , a2 ,  ,  , p4 , p4 
AO, a2 , a5 , p2 , n2 ,  ,  ,  ,  ,  , p1 , p3 , p3 , p3 ,  ,  , p2 , p2 ,  ,  ,  ,  ,  ,  , d4 , d4 , d4 , d4 , d4 
AP, n3 ,  ,  ,  , d5 , p2 , p4 , p2 ,  ,  , d5 , p1 ,  ,  , a1 , d1 , n3 , n2 ,  ,  ,  , a3 , p1 ,  ,  ,  , d3 , d4 
AQ, a1 , a1 , a1 , a1 , a1 ,  ,  , d3 , d3 , d3 ,  ,  , d4 , d4 ,  ,  , d2 , d1 ,  ,  ,  , p2 , p5 , p3 ,  ,  , p2 , p2 
AR, d2 , p4 ,  ,  , a2 , d2 , d3 ,  ,  , d5 , n1 ,  ,  , a1 , a4 , d5 , n1 , n3 ,  ,  ,  , p3 , p3 , p1 , p1 ,  ,  ,  
AS,  ,  , a4 , d3 , a5 , p2 , p4 ,  ,  , d3 , d2 , d3 ,  ,  , d1 , n3 ,  ,  , a1 , n3 , n1 ,  ,  , a3 , p3 , p3 ,  ,  
AT, d4 ,  ,  , p5 , p1 , p1 , p5 , n1 ,  ,  ,  , d4 , d4 , d4 , d4 , d4 ,  ,  ,  ,  ,  ,  ,  , p1 , p1 , p1 ,  ,  
AU,  ,  ,  , d5 , p2 , p2 , p5 , p1 ,  ,  , d2 , d1 ,  ,  , n1 , n1 , n2 ,  ,  , p5 , p2 , n1 ,  ,  , d4 , p3 ,  ,  
AV, d1 , p1 ,  ,  , d3 , d3 , d1 , d3 , n3 ,  ,  ,  ,  ,  ,  , d1 , d1 , d1 , a5 ,  ,  , a3 , d3 ,  ,  , a3 , d1 , d3 
AW, a5 ,  ,  , d1 , a5 , n2 , n2 ,  ,  ,  , a1 , d1 , d2 , d3 , p5 ,  ,  ,  ,  ,  ,  , a1 , d2 , a5 , p4 ,  ,  ,  
AX,  , a5 , p4 , p1 , p1 ,  ,  ,  , d3 , a5 ,  ,  , a4 , d1 , a5 , p1 ,  ,  ,  ,  ,  ,  , d5 , n2 ,  ,  , p1 , p4 
AY,  , p3 , n3 ,  ,  , a2 , a4 ,  ,  , n1 , n3 , n1 , n1 ,  ,  , d3 , d4 , d1 , d3 ,  ,  ,  ,  , p3 , n2 , n2 ,  ,  
AZ,  ,  ,  , a3 , a4 , a4 , a3 ,  ,  , a3 , d3 , d1 , n1 , n1 ,  ,  , a3 , a3 , d1 ,  ,  ,  , d3 , d1 , d1 , d5 ,  ,  
BA,  ,  ,  , a5 , p1 , p3 , p1 ,  ,  , d3 , d4 , d5 ,  ,  ,  ,  , p5 , p2 , p5 , p3 , p5 ,  ,  , d2 , p3 ,  ,  ,  
BB,  ,  ,  , a1 , a3 , d3 , a5 , p2 ,  ,  , a3 , a5 ,  ,  , p5 , n2 ,  ,  , a3 , a3 , a4 , p3 ,  ,  , a3 , d3 ,  ,  
BC, p2 , p2 , p2 , p2 , p2 ,  ,  ,  , d2 , p4 ,  ,  , d3 , d3 , d3 , d3 ,  ,  , a4 , a3 , a3 ,  ,  , d2 , d5 ,  ,  ,  
BD, a1 , d2 ,  ,  ,  , n2 , n1 , n3 , n1 , n3 ,  ,  ,  ,  , d3 , a5 , p1 , n2 ,  ,  ,  ,  , p2 , n1 ,  ,  , a1 , d3 
BE,  , a2 , d5 ,  ,  ,  ,  , a1 , p2 , p3 , p4 ,  ,  ,  , p1 , p1 ,  ,  ,  , d4 , d1 , d3 , a5 ,  ,  , a5 , n1 , n1 
BF, p5 , p3 , p5 , p1 , p5 ,  ,  ,  , p1 , n3 ,  ,  , d1 , d2 , p3 , p3 ,  ,  ,  , n1 , n1 ,  ,  , a2 , a2 ,  ,  ,  
BG,  , a3 , a3 , a3 , d1 ,  ,  , p2 , p2 ,  ,  , a1 , a3 , a3 , a3 , a3 ,  ,  , d4 , n2 , n1 , n1 , n2 ,  ,  ,  ,  ,  
BH, a3 , d1 , d3 ,  ,  , a3 , a2 , a1 , n1 , n2 ,  ,  ,  ,  , a2 , n1 , n2 , n1 ,  ,  ,  ,  , d1 , d5 ,  ,  , d2 , d2 
BI, a4 , a1 , a2 , a4 , d4 ,  ,  ,  ,  ,  ,  ,  , a1 , a2 , a1 , a1 , a2 ,  ,  , d4 , d4 , d4 , d4 , d4 ,  ,  ,  ,  
BJ,  , d1 , p5 ,  ,  , d5 , p3 , p3 ,  ,  , n2 , n2 ,  ,  ,  , a3 , d2 , p2 , p2 , p2 ,  ,  , a3 , d5 , p2 ,  ,  ,  
BK, p3 ,  ,  ,  ,  , d1 , d4 , d4 , d4 , d4 ,  ,  , a5 , n3 ,  ,  , d4 , d4 , d4 ,  ,  ,  ,  , a4 , d3 , d3 ,  ,  
BL,  ,  , p3 , p3 ,  ,  ,  , a4 , d3 , a5 ,  ,  , p1 , p5 , n3 ,  ,  , a1 , p4 ,  ,  , p5 , n1 ,  ,  ,  , a4 , a1 
BM, d2 , d2 , d1 ,  ,  , a4 , a2 , n3 ,  ,  , p5 , n1 , n2 , n1 ,  ,  , p2 , n1 , n3 ,  ,  , a2 , d1 ,  ,  ,  ,  ,  
BN, a5 , n2 ,  ,  ,  ,  ,  , a3 , n2 , n1 , n1 , n1 ,  ,  ,  , p5 , p1 ,  ,  , a2 , d5 , p1 , p1 ,  ,  ,  , a2 , d2 
BO,  , a2 , a4 , a3 ,  ,  ,  , d1 , n1 , n1 , n1 ,  ,  ,  , a2 , a2 , d3 ,  ,  , a4 , d4 , d1 , p2 ,  ,  ,  , a4 , a2 
BP, p1 , p3 ,  ,  , a2 , d2 , d1 , d5 ,  ,  , a2 , d2 , d1 , d1 ,  ,  , d2 , d5 , p3 ,  ,  ,  , a2 , a2 , d1 ,  ,  ,  
BQ, a1 , a1 , d3 ,  ,  ,  ,  , a4 , p4 , n3 ,  ,  , n3 , n2 ,  ,  , d4 , d4 ,  ,  ,  ,  ,  ,  , d3 , d4 , d2 , d5 
BR, d3 , d1 , p4 ,  ,  ,  ,  ,  , d4 , d4 ,  ,  , p4 , n3 ,  ,  , n3 , n2 ,  ,  , d2 , d3 , d3 , p5 , n2 ,  ,  ,  
BS,  ,  , d3 , d4 ,  ,  ,  , a2 , d5 , p4 , p5 , p1 ,  ,  ,  ,  ,  ,  , p1 , p1 , p1 , p1 ,  ,  , d5 , n1 , n1 , n1 
BT,  , a4 , d5 , p1 ,  ,  ,  ,  , n2 , n2 ,  ,  , a4 , a4 ,  ,  , a4 , a4 , a4 , a4 , a4 ,  ,  , n1 , n1 ,  ,  ,  
BU,  ,  , a3 , p4 , p5 , p1 , p5 ,  ,  ,  , a4 , p4 ,  ,  ,  ,  , a1 , a1 , n1 , n1 ,  ,  , a1 , a1 , a4 , a3 ,  ,  
BV, a1 , d3 ,  ,  ,  , a2 , a4 , d1 ,  ,  , d3 , d3 , d3 , d4 ,  ,  , a1 , a2 , a2 ,  ,  , d4 , d4 , d1 , d1 ,  ,  ,  
BW,  ,  , a2 , d4 , n2 ,  ,  , d3 , d4 , d1 , d3 , d2 ,  ,  ,  ,  ,  ,  , d1 , d3 , d1 ,  ,  , d3 , d1 , d2 , d2 , d4 
BX,  , p1 , p1 , p1 , p4 , n2 ,  ,  , d2 , d2 , d1 , d5 ,  ,  , d1 , d2 , d5 ,  ,  ,  ,  ,  ,  ,  ,  , d1 , a5 , p2 
BY, a2 , p4 , p5 ,  ,  ,  ,  , d2 , p2 ,  ,  , a4 , p5 , p2 ,  ,  ,  , p5 , p2 ,  ,  , p4 , p4 ,  ,  ,  , n2 , n2 
BZ,  ,  , d3 , p5 , n3 ,  ,  ,  , a5 , p3 ,  ,  , a4 , a4 , a4 , a4 , a4 ,  ,  ,  ,  ,  ,  ,  , a2 , a1 , d3 , d4 
CA,  ,  , a3 , d3 , d1 , p5 , p2 ,  ,  , d3 , a5 , n1 , n2 , n2 ,  ,  , a1 , n1 , n3 ,  ,  ,  , d3 , p3 ,  ,  ,  ,  
CB, d1 ,  ,  , d4 , d4 , d4 , d4 , d4 ,  ,  ,  , d5 , p2 , p1 , n1 , n2 ,  ,  ,  ,  ,  , a1 , a1 , a2 , p2 ,  ,  ,  
CC, n2 ,  ,  , a2 , d2 , a5 , n1 ,  ,  ,  , d1 , d3 , d4 , d2 ,  ,  ,  , d2 , n1 ,  ,  ,  , a4 , a4 , a4 , a4 ,  ,  
CD, d2 , d2 , d2 ,  ,  , n2 , n2 ,  ,  , p2 , p2 , p5 ,  ,  , a2 , p5 ,  ,  ,  , d1 , d2 , d3 ,  ,  , a2 , d5 ,  ,  
CE, a1 , a1 , a1 ,  ,  , a1 , d2 , p3 , p3 ,  ,  , p1 , n3 , n2 , n2 ,  ,  , a1 , a2 ,  ,  , a2 , p1 , p3 ,  ,  ,  ,  
CF,  , p5 , n1 , n1 , n2 ,  ,  ,  , a1 , a1 , a1 , a1 ,  ,  ,  ,  , d3 , d3 , d3 , d3 , d3 ,  ,  ,  ,  , d3 , n1 , n2 
CG,  , a5 , n2 ,  ,  , a4 , a4 , a5 , p5 ,  ,  ,  ,  , a2 , a1 , a1 , a2 ,  ,  ,  ,  ,  , a3 , a1 , a1 , a5 ,  ,  
CH, p2 , p2 , p2 , p3 ,  ,  ,  , p2 , p3 ,  ,  , a3 , a5 , p1 , p2 , n3 ,  ,  ,  ,  ,  , d1 , d1 ,  ,  , a2 , a2 , a2 
CI, a2 , a3 , d2 , d2 ,  ,  ,  , a3 , a2 , a2 ,  ,  , a2 , a4 , a3 , p1 ,  ,  , d2 , d3 , d2 ,  ,  , p2 , n3 ,  ,  ,  
CJ,  , n1 , n3 , n1 ,  ,  ,  , p2 , p2 , p3 ,  ,  ,  ,  ,  , d3 , p3 , p3 , p1 , p2 ,  ,  ,  , d3 , d3 , d3 , p2 , p5 
CK,  , a4 , n2 , n1 ,  ,  ,  , a4 , a4 , a4 , p2 ,  ,  ,  , a4 , d3 , d1 ,  ,  , n1 , n3 , n1 ,  ,  ,  ,  , p2 , p2 
CL, p3 ,  ,  , p1 , p3 , p1 , n2 ,  ,  , a3 , a4 , a4 ,  ,  , d1 , n1 ,  ,  , a1 , a1 , a1 , a4 ,  ,  , a3 , d2 ,  ,  
CM, n1 ,  ,  ,  , d2 , d2 , d3 , d5 ,  ,  ,  , d2 , d2 , d2 , d2 , d2 , n3 ,  ,  ,  ,  , d2 , d1 , d3 , d5 , p5 ,  ,  
CN,  ,  , p3 , p1 ,  ,  ,  ,  , a1 , p2 , p2 , p2 , p2 , p5 ,  ,  ,  , d4 , p3 ,  ,  ,  , d4 , d4 , d4 , d4 , d4 , d1 
CO, d4 , p1 ,  ,  ,  , d1 , d2 , p5 , p1 , p4 , p3 ,  ,  ,  ,  , a4 , p1 , p1 , p1 , p1 , n2 ,  ,  ,  , a3 , n3 ,  ,  
CP, d4 , n1 ,  ,  ,  , a4 , a1 , d2 , d3 , d5 ,  ,  ,  , d3 , d2 , a5 , p1 , p1 ,  ,  ,  ,  , a4 , d1 , p2 , p4 ,  ,  
CQ, d5 , n2 ,  ,  ,  , a1 , a1 , a1 ,  ,  ,  , a4 , a5 ,  ,  ,  , a5 , p3 , p2 ,  ,  ,  , a1 , a3 , a5 , n3 ,  ,  
CR,  ,  , d2 , d2 , d2 ,  ,  ,  , a2 , a2 , a2 , a2 ,  ,  ,  , d4 , d2 , d2 , d2 , d2 , d4 ,  ,  ,  , a2 , p4 , p3 , n2 
CS,  , d5 , p1 , p4 , n1 , n1 , n2 ,  ,  ,  , d5 , n2 ,  ,  ,  ,  ,  , a3 , a5 ,  ,  ,  ,  , p4 , p2 , p2 , p5 , p2 
CT, p3 , n2 ,  ,  ,  , a1 , a1 , a1 , a4 , a4 , p3 ,  ,  ,  , d1 , d1 , d1 , d2 ,  ,  ,  ,  ,  ,  , a2 , p5 , n3 , n2 
CU,  ,  , a2 , a2 , a2 , p5 , n3 , n1 ,  ,  ,  ,  , a3 , a3 , a3 , a3 , a3 , d5 ,  ,  ,  , d1 , n1 , n3 , n1 ,  ,  ,  
CV, a2 , a4 , a3 , n3 , n2 ,  ,  ,  , a4 , d2 , p1 , p4 , p1 , p4 ,  ,  ,  , d1 , d3 , n2 ,  ,  ,  , p1 , n1 ,  ,  ,  
CW, p1 , p1 ,  ,  , d3 , d5 , p2 ,  ,  ,  ,  ,  ,  , a3 , a3 , a3 , a3 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , a4 
CX, p3 ,  ,  ,  ,  , p3 , p3 , n2 ,  ,  , p3 , n3 , n1 , n1 ,  ,  ,  ,  ,  , a1 , a3 ,  ,  ,  ,  ,  ,  ,  
CY,  ,  ,  , a1 , a3 ,  ,  , p4 , n1 , n1 ,  ,  ,  , a1 , d2 ,  ,  ,  ,  , a2 , a1 ,  ,  ,  ,  ,  ,  , a1 
CZ,  ,  ,  ,  ,  , a2 , a2 ,  ,  ,  ,  , a3 , d1 , d1 , p2 , p5 ,  ,  ,  , p3 , p4 , p2 ,  ,  ,  ,  ,  ,  
DA,  ,  ,  ,  ,  , d3 , d3 , d2 , n3 ,  ,  ,  , d2 , d2 , n2 ,  ,  ,  ,  , a3 , a3 , d3 ,  ,  ,  ,  ,  ,  
DB,  ,  ,  ,  , a4 , a3 , a3 , d3 , a5 ,  ,  ,  ,  ,  ,  ,  ,  ,  , p2 , p2 , p2 ,  ,  ,  ,  ,  , d1 , d1 
DC,  ,  ,  ,  ,  , a1 , a2 , a2 , p4 ,  ,  , a2 , d3 , d1 ,  ,  ,  ,  , a2 , d1 , a5 ,  ,  ,  ,  ,  ,  ,  
DD, d1 , d1 ,  ,  ,  ,  ,  , d1 , d1 , d1 ,  ,  , p4 , p5 ,  ,  ,  ,  ,  , n1 , n1 ,  ,  ,  ,  ,  ,  , a3 
DE,  ,  ,  ,  ,  ,  ,  ,  , d1 , p1 , p5 ,  ,  , a1 , p1 ,  ,  ,  ,  , d3 , d3 , p3 ,  ,  ,  ,  , d2 , d2 
DF,  ,  , n1 , n1 ,  ,  ,  ,  ,  ,  ,  ,  , a5 , p4 ,  ,  ,  ,  , a3 , p2 , p2 , p2 ,  ,  ,  ,  , a3 , a2 
DG, d2 , d5 ,  ,  , d5 , n1 , n3 ,  ,  ,  ,  ,  , n2 , n1 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , a1 , a1 
DH,  ,  ,  ,  ,  ,  ,  ,  ,  , a1 , a3 , a3 , p3 , p2 ,  ,  ,  , p4 , p4 , p4 ,  ,  ,  ,  ,  ,  , a3 , a1 
DI, p1 ,  ,  ,  ,  ,  ,  , a2 , p1 ,  ,  , a2 , a2 , a2 ,  ,  ,  ,  , d4 , d5 ,  ,  ,  ,  ,  ,  , d3 , d1 
DJ, p4 ,  ,  ,  ,  , a3 , a3 ,  ,  ,  ,  ,  , d5 , p4 , p4 , p4 , p4 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , d3 
DK,  ,  , a5 , n2 ,  ,  ,  ,  ,  ,  ,  ,  , d3 , d3 , d3 , n1 ,  ,  ,  , d1 , d3 ,  ,  ,  ,  ,  , a1 , a2 
DL, p3 ,  ,  , n2 ,  ,  ,  ,  , p3 , p5 , p2 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , a2 , a4 
DM,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , d1 , d1 , d1 , d1 , d1 ,  ,  ,  ,  , p4 ,  ,  , n3 ,  
DN,  ,  , a3 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , a3 , a3 , a3 , n2 ,  ,  ,  ,  , d2 ,  ,  ,  ,  , a3 
DO,  ,  , n3 ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , a4 , a4 , a4 , a4 , a4 ,  ,  ,  ,  ,  ,  ,  
DP,  ,  ,  ,  ,  , p1 , p4 ,  ,  , a2 , n2 ,  ,  ,  , n3 ,  ,  ,  , a3 ,  ,  ,  ,  ,  , p2 ,  ,  ,  
Problem status: Unfinished,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The minimised penalty = 2070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time elapsed: 14400.7s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
